prompt,prompt_ko,subtitle,characters,scene_tag,style_tag,shot_type,duration,start_time,end_time,parent_scene
"Dallae hiding stitches inside the robe lining with slip stitches. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래는 그것을 새 도포의 안감 속, 겉에서는 절대 보이지 않는 자리에 공","달래는 그것을 새 도포의 안감 속, 겉에서는 절대 보이지 않는 자리에 공그르기로 숨겨 넣기 시작했어요 올가을 추수분부터였습니다",달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.860,1762.940,1775.800,S014
"Dallae lowering the lamp wick, struggling to thread a needle. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","말 대신 바늘로 쓰는 장부였지요 첫 땀을 뜨던 밤, 달래는 등잔 심지를 ","말 대신 바늘로 쓰는 장부였지요 첫 땀을 뜨던 밤, 달래는 등잔 심지를 한껏 낮췄어요 바늘귀에 붉은 실을 꿰는 데만 몇 번을 실패했습니다",달래,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.750,1775.800,1789.550,S014
"Dallae carefully making the first stitch inside the lining. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","손끝이 자꾸만 헛나갔거든요 겨우 실을 꿴 달래는 안감을 조금 벌리고, 첫","손끝이 자꾸만 헛나갔거든요 겨우 실을 꿴 달래는 안감을 조금 벌리고, 첫 땀을 조심스레 떠 넣었지요",달래,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.070,1789.550,1799.620,S014
"extreme close-up of thread passing through ramie fabric. Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","사락, 하고 실이 모시를 스치는 소리가 방 안에 유난히 크게 울렸습니다","사락, 하고 실이 모시를 스치는 소리가 방 안에 유난히 크게 울렸습니다",,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,7.200,1799.620,1806.820,S014
"Dallae stitching and listening to the door alternately. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at night lit by a single oil lamp, fabrics and threads. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","달래는 한 땀을 뜨고 한 번 문밖에 귀를 기울이고, 또 한 땀을 뜨고 한","달래는 한 땀을 뜨고 한 번 문밖에 귀를 기울이고, 또 한 땀을 뜨고 한 번 귀를 기울였어요",달래,chimbang_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,8.080,1806.820,1814.900,S014
"rooster crowing at dawn, Dallae still sewing. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room at dawn, pale blue light through paper window, lamp burning low. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그렇게 닭이 울 때까지, 바늘은 조금씩 앞으로 나아갔습니다","그렇게 닭이 울 때까지, 바늘은 조금씩 앞으로 나아갔습니다",달래,chimbang_dawn,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,6.200,1814.900,1821.100,S014
"the folded robe glowing softly, hidden secret inside. Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","언젠가 이 도포가 대감의 손에서 뜯기는 날이 온다면, 그때는 바늘땀이 달","언젠가 이 도포가 대감의 손에서 뜯기는 날이 온다면, 그때는 바늘땀이 달래 대신 말을 해 줄 것이었습니다",,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,9.900,1821.100,1831.000,S014
"Dallae sewing by the lamp, red and blue threads beside her. Characters: Dallae (young seamstress in faded white jeogori). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","말 못 하는 침모가 장부의 비밀을 알아챘고, 그것을 대감의 새 도포 안감","말 못 하는 침모가 장부의 비밀을 알아챘고, 그것을 대감의 새 도포 안감에 바늘로 새기기 시작했습니다",달래,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,9.560,1831.000,1840.560,S015
"Sundeok-eomeom watching Dallae suspiciously from behind a door. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","지금 이 사실을 아는 이는, 이 이야기를 듣고 계신 여러분뿐이지요 그런데","지금 이 사실을 아는 이는, 이 이야기를 듣고 계신 여러분뿐이지요 그런데 이 집에는 달래를 유심히 지켜보는 눈이 하나 있었습니다",순덕어멈,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,12.530,1840.560,1853.090,S015
"Sundeok-eomeom biting her lip jealously. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","순덕어멈이었어요 대감의 옷이 모조리 달래 손으로 넘어간 뒤로, 순덕어멈은","순덕어멈이었어요 대감의 옷이 모조리 달래 손으로 넘어간 뒤로, 순덕어멈은 속이 편할 날이 없었습니다",순덕어멈,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,10.300,1853.090,1863.390,S015
"Sundeok-eomeom rummaging through Dallae's sewing basket while she is at the well. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","하루는 달래가 우물가에 나간 사이, 순덕어멈이 달래의 반짇고리를 뒤졌어요","하루는 달래가 우물가에 나간 사이, 순덕어멈이 달래의 반짇고리를 뒤졌어요 무엇이라도 꼬투리를 잡고 싶었던 겁니다",순덕어멈,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.320,1863.390,1874.710,S015
"close-up of spools of red and blue thread and knotted strings in the basket. Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","반짇고리 안에는 붉은 실과 푸른 실이 촘촘히 감긴 실패가 있었고, 그 옆","반짇고리 안에는 붉은 실과 푸른 실이 촘촘히 감긴 실패가 있었고, 그 옆에 매듭을 지어 놓은 실 가닥들이 가지런히 놓여 있었지요",,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.740,1874.710,1886.450,S015
"Sundeok-eomeom frowning at the knots, puzzled. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: small Joseon sewing room with sewing basket, colorful threads, fabrics, paper doors, soft daylight. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","순덕어멈은 그것을 이리저리 들여다보았지만, 무슨 뜻인지 알 수가 없었습니","순덕어멈은 그것을 이리저리 들여다보았지만, 무슨 뜻인지 알 수가 없었습니다 ""별 해괴한 짓을 다 하네.""",순덕어멈,chimbang,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",dialogue,10.690,1886.450,1897.140,S015
"Sundeok-eomeom walking at night, stopping suddenly. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그날 밤, 순덕어멈은 뒷간에 가려고 나섰다가 걸음을 멈췄어요 불 꺼진 침","그날 밤, 순덕어멈은 뒷간에 가려고 나섰다가 걸음을 멈췄어요 불 꺼진 침방 쪽에서 누군가 조용히 걸어 나오고 있었거든요",순덕어멈,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,11.630,1897.140,1908.770,S015
"a slightly bent figure walking slowly out of the dark sewing room, face hidden by clouds over the moon. Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text",달이 구름에 가려 얼굴은 보이지 않았습니다 다만 약간 굽은 등과 느릿한 ,"달이 구름에 가려 얼굴은 보이지 않았습니다 다만 약간 굽은 등과 느릿한 걸음걸이가, 노 청지기를 닮아 있었지요",,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,10.770,1908.770,1919.540,S015
"Sundeok-eomeom tilting her head, then turning away. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","청지기 어른이 이 밤에 침방에서 왜 나올까 순덕어멈은 고개를 갸웃했지만,","청지기 어른이 이 밤에 침방에서 왜 나올까 순덕어멈은 고개를 갸웃했지만, 이내 발길을 돌렸어요",순덕어멈,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",reaction,10.030,1919.540,1929.570,S015
"Sundeok-eomeom walking back hesitantly, hand on her chest. Characters: Sundeok-eomeom (stout kitchen woman in apron). Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","잘못 본 것일 수도 있었고, 괜히 입을 놀렸다가 삼십 년 충복의 눈 밖에","잘못 본 것일 수도 있었고, 괜히 입을 놀렸다가 삼십 년 충복의 눈 밖에 날까 싶었던 겁니다 순덕어멈은 그날 본 것을 가슴속에 묻어 두었습니다",순덕어멈,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",scene,13.440,1929.570,1943.010,S015
"clouds covering the moon over the silent courtyard. Setting: dark noble mansion courtyard at night, moon behind clouds, tiled roofs. Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s, no text","그 침묵이 훗날 얼마나 무겁게 돌아올지, 그때는 알지 못했지요","그 침묵이 훗날 얼마나 무겁게 돌아올지, 그때는 알지 못했지요",,courtyard_night,"Korean animation style, soft cel shading, clean line art, warm muted colors, Joseon dynasty 1730s",narration,6.260,1943.010,1949.270,S015
